,intersection_id,tollgate_id,time_window,avg_travel_time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hours,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,A,B,C,1,2,3
37,B,3,2016/7/23 15:00,1139.92,1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,15,0,0,0,0,1,0,0,0,1,0,0,0,1
38,B,3,2016/7/23 18:00,1131.45,1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,18,0,0,0,0,1,0,0,0,1,0,0,0,1
39,B,3,2016/7/23 21:00,1065.26,1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,21,0,0,0,0,1,0,0,0,1,0,0,0,1
40,B,3,2016/7/24 00:00,810.21,1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
41,B,3,2016/7/24 03:00,764.23,1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,3,0,0,0,0,0,1,0,0,1,0,0,0,1
42,B,3,2016/7/24 06:00,804.2,1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,6,0,0,0,0,0,1,0,0,1,0,0,0,1
43,B,3,2016/7/24 09:00,1341.59,1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,9,0,0,0,0,0,1,0,0,1,0,0,0,1
44,B,3,2016/7/24 12:00,1089.91,1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,12,0,0,0,0,0,1,0,0,1,0,0,0,1
45,B,3,2016/7/24 15:00,1338.78,1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,15,0,0,0,0,0,1,0,0,1,0,0,0,1
46,B,3,2016/7/24 18:00,1068.95,1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,18,0,0,0,0,0,1,0,0,1,0,0,0,1
47,B,3,2016/7/24 21:00,855.15,1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,21,0,0,0,0,0,1,0,0,1,0,0,0,1
48,B,3,2016/7/25 00:00,794.81,1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
49,B,3,2016/7/25 03:00,709.58,1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,3,0,0,0,0,0,0,1,0,1,0,0,0,1
50,B,3,2016/7/25 06:00,1099.34,1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,6,0,0,0,0,0,0,1,0,1,0,0,0,1
51,B,3,2016/7/25 09:00,1127.65,1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,9,0,0,0,0,0,0,1,0,1,0,0,0,1
52,B,3,2016/7/25 12:00,981.72,1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,12,0,0,0,0,0,0,1,0,1,0,0,0,1
53,B,3,2016/7/25 15:00,956.42,1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,15,0,0,0,0,0,0,1,0,1,0,0,0,1
54,B,3,2016/7/25 18:00,1109.17,1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,18,0,0,0,0,0,0,1,0,1,0,0,0,1
55,B,3,2016/7/25 21:00,809.53,1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,21,0,0,0,0,0,0,1,0,1,0,0,0,1
56,B,3,2016/7/26 00:00,507.65,1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
57,B,3,2016/7/26 03:00,504.68,1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,1
58,B,3,2016/7/26 06:00,865.54,999.0,1003.7,254.0,2.2,38.4,43.0,0.0,6,1,0,0,0,0,0,0,0,1,0,0,0,1
59,B,3,2016/7/26 09:00,1047.36,998.2,1002.9,291.0,1.5,38.8,42.0,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,1
60,B,3,2016/7/26 12:00,977.09,999.6,1004.4,197.0,1.1,32.3,57.0,0.0,12,1,0,0,0,0,0,0,0,1,0,0,0,1
61,B,3,2016/7/26 15:00,974.23,1000.6,1005.4,352.0,0.7,31.5,61.0,0.0,15,1,0,0,0,0,0,0,0,1,0,0,0,1
62,B,3,2016/7/26 18:00,1068.33,1000.0,1004.7,201.0,1.3,30.2,75.0,0.0,18,1,0,0,0,0,0,0,0,1,0,0,0,1
63,B,3,2016/7/26 21:00,962.12,1000.6,1005.4,184.0,1.5,29.5,80.0,0.0,21,1,0,0,0,0,0,0,0,1,0,0,0,1
64,B,3,2016/7/27 00:00,135.79,1001.5,1006.3,233.0,3.1,31.9,72.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
65,B,3,2016/7/27 03:00,189.74,1000.5,1005.3,209.0,2.8,36.6,54.0,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,1
66,B,3,2016/7/27 06:00,987.19,998.8,1003.5,189.0,1.7,38.6,42.0,0.0,6,0,1,0,0,0,0,0,0,1,0,0,0,1
67,B,3,2016/7/27 09:00,1006.46,998.7,1003.4,240.0,2.8,38.2,42.0,0.0,9,0,1,0,0,0,0,0,0,1,0,0,0,1
68,B,3,2016/7/27 12:00,1122.41,1001.4,1006.2,135.0,1.6,31.5,55.0,0.0,12,0,1,0,0,0,0,0,0,1,0,0,0,1
69,B,3,2016/7/27 15:00,998.81,1000.7,1005.5,221.0,2.0,30.8,58.0,0.0,15,0,1,0,0,0,0,0,0,1,0,0,0,1
70,B,3,2016/7/27 18:00,1262.24,1001.1,1005.8,281.0,0.9,30.1,69.0,0.0,18,0,1,0,0,0,0,0,0,1,0,0,0,1
71,B,3,2016/7/27 21:00,975.19,1001.1,1005.9,222.0,1.4,29.5,75.0,0.0,21,0,1,0,0,0,0,0,0,1,0,0,0,1
72,B,3,2016/7/28 00:00,900.47,1001.9,1006.7,242.0,1.7,31.9,70.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
73,B,3,2016/7/28 03:00,482.78,1001.5,1006.3,206.0,1.4,36.7,55.0,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,1
74,B,3,2016/7/28 06:00,1000.35,1000.3,1005.0,202.0,3.3,38.6,43.0,0.0,6,0,0,1,0,0,0,0,0,1,0,0,0,1
75,B,3,2016/7/28 09:00,1340.54,999.7,1004.5,128.0,2.0,38.0,44.0,0.0,9,0,0,1,0,0,0,0,0,1,0,0,0,1
76,B,3,2016/7/28 12:00,1191.51,1000.4,1005.2,135.0,1.7,34.7,54.0,0.0,12,0,0,1,0,0,0,0,0,1,0,0,0,1
77,B,3,2016/7/28 15:00,1412.27,1001.5,1006.2,169.0,1.8,33.5,58.0,0.0,15,0,0,1,0,0,0,0,0,1,0,0,0,1
78,B,3,2016/7/28 18:00,1157.02,1001.3,1006.0,228.0,2.7,30.7,70.0,0.0,18,0,0,1,0,0,0,0,0,1,0,0,0,1
79,B,3,2016/7/28 21:00,1079.15,1001.4,1006.2,220.0,1.8,29.6,72.0,0.0,21,0,0,1,0,0,0,0,0,1,0,0,0,1
80,B,3,2016/7/29 00:00,1396.44,1002.9,1007.7,216.0,2.4,31.9,65.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
81,B,3,2016/7/29 03:00,778.22,1002.7,1007.4,300.0,2.3,36.3,49.0,0.0,3,0,0,0,1,0,0,0,0,1,0,0,0,1
82,B,3,2016/7/29 06:00,1119.78,1001.0,1005.7,27.0,2.4,38.3,43.0,0.0,6,0,0,0,1,0,0,0,0,1,0,0,0,1
83,B,3,2016/7/29 09:00,1269.76,1000.3,1005.1,82.0,5.4,38.0,44.0,0.0,9,0,0,0,1,0,0,0,0,1,0,0,0,1
84,B,3,2016/7/29 12:00,1184.84,1001.7,1006.5,98.0,2.3,34.2,57.0,0.0,12,0,0,0,1,0,0,0,0,1,0,0,0,1
85,B,3,2016/7/29 15:00,1372.24,1002.2,1007.0,184.0,1.5,32.8,63.0,0.0,15,0,0,0,1,0,0,0,0,1,0,0,0,1
86,B,3,2016/7/29 18:00,1047.86,1001.5,1006.2,230.0,0.9,30.9,71.0,0.0,18,0,0,0,1,0,0,0,0,1,0,0,0,1
87,B,3,2016/7/29 21:00,1093.36,1002.1,1006.9,222.0,1.5,29.3,77.0,0.0,21,0,0,0,1,0,0,0,0,1,0,0,0,1
88,B,3,2016/7/30 00:00,943.17,1003.4,1008.2,213.0,1.0,31.9,66.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
89,B,3,2016/7/30 03:00,569.68,1003.3,1008.1,159.0,1.3,36.3,52.0,0.0,3,0,0,0,0,1,0,0,0,1,0,0,0,1
90,B,3,2016/7/30 06:00,942.45,1002.1,1006.9,50.0,4.0,37.0,47.0,0.0,6,0,0,0,0,1,0,0,0,1,0,0,0,1
91,B,3,2016/7/30 09:00,1232.45,1000.6,1005.4,80.0,2.8,36.1,53.0,0.0,9,0,0,0,0,1,0,0,0,1,0,0,0,1
92,B,3,2016/7/30 12:00,1373.44,1001.9,1006.7,61.0,2.9,33.1,68.0,0.0,12,0,0,0,0,1,0,0,0,1,0,0,0,1
93,B,3,2016/7/30 15:00,1302.18,1003.0,1007.8,57.0,1.9,31.8,71.0,0.0,15,0,0,0,0,1,0,0,0,1,0,0,0,1
94,B,3,2016/7/30 18:00,1105.75,1002.7,1007.5,162.0,2.4,30.7,68.0,0.0,18,0,0,0,0,1,0,0,0,1,0,0,0,1
95,B,3,2016/7/30 21:00,1015.03,1002.5,1007.3,125.0,1.9,29.5,68.0,0.0,21,0,0,0,0,1,0,0,0,1,0,0,0,1
96,B,3,2016/7/31 00:00,321.79,1003.9,1008.7,161.0,3.4,31.2,63.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
97,B,3,2016/7/31 03:00,918.18,1003.7,1008.5,105.0,1.0,34.8,50.0,0.0,3,0,0,0,0,0,1,0,0,1,0,0,0,1
98,B,3,2016/7/31 06:00,1135.76,1002.0,1006.8,39.0,3.4,35.8,49.0,0.0,6,0,0,0,0,0,1,0,0,1,0,0,0,1
99,B,3,2016/7/31 09:00,1422.18,1000.8,1005.6,81.0,4.9,34.4,60.0,0.0,9,0,0,0,0,0,1,0,0,1,0,0,0,1
100,B,3,2016/7/31 12:00,1254.72,1002.1,1006.9,64.0,4.4,31.7,65.0,0.0,12,0,0,0,0,0,1,0,0,1,0,0,0,1
101,B,3,2016/7/31 15:00,1280.8,1003.2,1008.0,126.0,1.9,30.4,65.0,0.0,15,0,0,0,0,0,1,0,0,1,0,0,0,1
102,B,3,2016/7/31 18:00,810.62,1002.2,1007.0,115.0,1.9,29.2,70.0,0.0,18,0,0,0,0,0,1,0,0,1,0,0,0,1
103,B,3,2016/7/31 21:00,684.44,1002.8,1007.6,116.0,0.9,28.2,72.0,0.0,21,0,0,0,0,0,1,0,0,1,0,0,0,1
104,B,3,2016/8/1 00:00,502.45,1003.5,1008.3,102.0,1.8,31.7,61.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
105,B,3,2016/8/1 03:00,493.7,1002.4,1007.2,151.0,1.7,33.7,56.0,0.0,3,0,0,0,0,0,0,1,0,1,0,0,0,1
106,B,3,2016/8/1 06:00,912.85,1001.1,1005.9,65.0,2.5,34.4,56.0,0.0,6,0,0,0,0,0,0,1,0,1,0,0,0,1
107,B,3,2016/8/1 09:00,1295.08,1000.1,1004.9,80.0,2.1,34.5,59.0,0.0,9,0,0,0,0,0,0,1,0,1,0,0,0,1
108,B,3,2016/8/1 12:00,1228.12,1000.9,1005.7,57.0,2.0,31.0,77.0,0.0,12,0,0,0,0,0,0,1,0,1,0,0,0,1
109,B,3,2016/8/1 15:00,973.55,1001.8,1006.6,125.0,1.4,30.9,76.0,0.0,15,0,0,0,0,0,0,1,0,1,0,0,0,1
110,B,3,2016/8/1 18:00,1214.69,1001.2,1006.0,177.0,2.5,30.3,69.0,0.0,18,0,0,0,0,0,0,1,0,1,0,0,0,1
111,B,3,2016/8/1 21:00,767.07,1000.9,1005.7,172.0,1.4,29.2,73.0,0.0,21,0,0,0,0,0,0,1,0,1,0,0,0,1
112,B,3,2016/8/2 00:00,151.53,1001.9,1006.7,195.0,1.7,30.8,65.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
113,B,3,2016/8/2 03:00,183.2,1001.8,1006.6,175.0,3.0,34.9,53.0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,1
114,B,3,2016/8/2 06:00,965.6,999.5,1004.3,216.0,2.8,37.3,44.0,0.0,6,1,0,0,0,0,0,0,0,1,0,0,0,1
115,B,3,2016/8/2 09:00,1236.11,998.0,1002.8,51.0,1.7,34.8,56.0,0.0,9,1,0,0,0,0,0,0,0,1,0,0,0,1
116,B,3,2016/8/2 12:00,1173.56,1000.1,1004.9,88.0,2.3,30.9,70.0,0.0,12,1,0,0,0,0,0,0,0,1,0,0,0,1
117,B,3,2016/8/2 15:00,1114.98,1003.1,1007.9,310.0,3.1,24.5,94.0,4.8,15,1,0,0,0,0,0,0,0,1,0,0,0,1
118,B,3,2016/8/2 18:00,894.19,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,18,1,0,0,0,0,0,0,0,1,0,0,0,1
119,B,3,2016/8/2 21:00,991.23,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,21,1,0,0,0,0,0,0,0,1,0,0,0,1
120,B,3,2016/8/3 00:00,531.86,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
121,B,3,2016/8/3 03:00,159.76,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,1
122,B,3,2016/8/3 06:00,808.69,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,6,0,1,0,0,0,0,0,0,1,0,0,0,1
123,B,3,2016/8/3 09:00,1177.0,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,9,0,1,0,0,0,0,0,0,1,0,0,0,1
124,B,3,2016/8/3 12:00,1069.83,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,12,0,1,0,0,0,0,0,0,1,0,0,0,1
125,B,3,2016/8/3 15:00,1540.49,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,15,0,1,0,0,0,0,0,0,1,0,0,0,1
126,B,3,2016/8/3 18:00,1128.76,1002.8,1007.6,226.0,1.8,26.0,85.0,0.0,18,0,1,0,0,0,0,0,0,1,0,0,0,1
127,B,3,2016/8/3 21:00,898.53,1003.5,1008.3,999017.0,0.0,25.6,89.0,0.0,21,0,1,0,0,0,0,0,0,1,0,0,0,1
128,B,3,2016/8/4 00:00,147.54,1004.5,1009.3,223.0,2.5,28.4,79.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
129,B,3,2016/8/4 03:00,508.25,1004.3,1009.1,207.0,2.0,31.7,66.0,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,1
130,B,3,2016/8/4 06:00,1275.34,1002.3,1007.1,302.0,2.3,34.8,53.0,0.0,6,0,0,1,0,0,0,0,0,1,0,0,0,1
131,B,3,2016/8/4 09:00,1280.76,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,9,0,0,1,0,0,0,0,0,1,0,0,0,1
132,B,3,2016/8/4 12:00,1064.8,1004.3,1009.2,242.0,1.1,26.4,94.0,1.4,12,0,0,1,0,0,0,0,0,1,0,0,0,1
133,B,3,2016/8/4 15:00,1111.81,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,15,0,0,1,0,0,0,0,0,1,0,0,0,1
134,B,3,2016/8/4 18:00,1184.39,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,18,0,0,1,0,0,0,0,0,1,0,0,0,1
135,B,3,2016/8/4 21:00,343.78,1003.6,1008.5,273.0,0.5,24.9,94.0,0.0,21,0,0,1,0,0,0,0,0,1,0,0,0,1
136,B,3,2016/8/5 00:00,322.49,1004.5,1009.4,200.0,0.6,27.1,87.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
137,B,3,2016/8/5 03:00,153.68,1003.6,1008.5,280.0,1.9,31.5,70.0,0.0,3,0,0,0,1,0,0,0,0,1,0,0,0,1
138,B,3,2016/8/5 06:00,1096.85,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,6,0,0,0,1,0,0,0,0,1,0,0,0,1
139,B,3,2016/8/5 09:00,1305.28,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,9,0,0,0,1,0,0,0,0,1,0,0,0,1
140,B,3,2016/8/5 12:00,1165.18,1002.0,1006.8,305.0,2.9,29.5,76.0,0.0,12,0,0,0,1,0,0,0,0,1,0,0,0,1
141,B,3,2016/8/5 15:00,1263.1,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,15,0,0,0,1,0,0,0,0,1,0,0,0,1
142,B,3,2016/8/5 18:00,1067.63,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,18,0,0,0,1,0,0,0,0,1,0,0,0,1
143,B,3,2016/8/5 21:00,564.29,1001.1,1005.9,295.0,1.9,27.3,89.0,0.0,21,0,0,0,1,0,0,0,0,1,0,0,0,1
144,B,3,2016/8/6 00:00,502.93,1001.4,1006.2,251.0,0.9,29.0,82.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
145,B,3,2016/8/6 03:00,536.36,1000.8,1005.6,290.0,1.7,32.3,65.0,0.0,3,0,0,0,0,1,0,0,0,1,0,0,0,1
146,B,3,2016/8/6 06:00,900.67,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,6,0,0,0,0,1,0,0,0,1,0,0,0,1
147,B,3,2016/8/6 09:00,661.73,998.5,1003.3,96.0,1.7,30.3,77.0,0.0,9,0,0,0,0,1,0,0,0,1,0,0,0,1
148,B,3,2016/8/6 12:00,1225.71,999.2,1004.0,82.0,1.6,29.7,81.0,0.0,12,0,0,0,0,1,0,0,0,1,0,0,0,1
149,B,3,2016/8/6 15:00,1117.5,999.7,1004.5,103.0,1.8,28.6,79.0,0.0,15,0,0,0,0,1,0,0,0,1,0,0,0,1
150,B,3,2016/8/6 18:00,947.63,998.7,1003.5,111.0,1.4,27.7,81.0,0.0,18,0,0,0,0,1,0,0,0,1,0,0,0,1
151,B,3,2016/8/6 21:00,855.8,998.9,1003.7,110.0,1.0,26.9,88.0,0.0,21,0,0,0,0,1,0,0,0,1,0,0,0,1
152,B,3,2016/8/7 00:00,252.18,999.6,1004.4,170.0,2.9,29.4,73.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
153,B,3,2016/8/7 03:00,345.97,999.2,1004.0,109.0,1.5,33.5,57.0,0.0,3,0,0,0,0,0,1,0,0,1,0,0,0,1
154,B,3,2016/8/7 06:00,880.14,997.7,1002.5,92.0,3.9,34.9,53.0,0.0,6,0,0,0,0,0,1,0,0,1,0,0,0,1
155,B,3,2016/8/7 09:00,1015.75,997.1,1001.9,78.0,6.5,32.7,62.0,0.0,9,0,0,0,0,0,1,0,0,1,0,0,0,1
156,B,3,2016/8/7 12:00,1108.16,998.9,1003.7,72.0,3.3,30.5,69.0,0.0,12,0,0,0,0,0,1,0,0,1,0,0,0,1
157,B,3,2016/8/7 15:00,721.07,1000.0,1004.8,95.0,4.0,29.5,66.0,0.0,15,0,0,0,0,0,1,0,0,1,0,0,0,1
158,B,3,2016/8/7 18:00,1249.93,999.4,1004.2,85.0,1.6,27.8,74.0,0.0,18,0,0,0,0,0,1,0,0,1,0,0,0,1
159,B,3,2016/8/7 21:00,609.99,999.6,1004.4,88.0,1.9,27.0,80.0,0.0,21,0,0,0,0,0,1,0,0,1,0,0,0,1
160,B,3,2016/8/8 00:00,232.01,999.9,1004.7,67.0,2.4,30.1,67.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
161,B,3,2016/8/8 03:00,215.53,1000.1,1004.9,107.0,2.1,32.7,60.0,0.0,3,0,0,0,0,0,0,1,0,1,0,0,0,1
162,B,3,2016/8/8 06:00,1347.71,998.3,1003.1,86.0,4.1,34.7,50.0,0.0,6,0,0,0,0,0,0,1,0,1,0,0,0,1
163,B,3,2016/8/8 09:00,1321.85,998.0,1002.8,63.0,4.9,32.7,55.0,0.0,9,0,0,0,0,0,0,1,0,1,0,0,0,1
164,B,3,2016/8/8 12:00,756.13,999.7,1004.5,83.0,1.9,29.8,75.0,0.0,12,0,0,0,0,0,0,1,0,1,0,0,0,1
165,B,3,2016/8/8 15:00,460.27,1000.5,1005.3,98.0,4.1,28.9,75.0,0.0,15,0,0,0,0,0,0,1,0,1,0,0,0,1
166,B,3,2016/8/8 18:00,995.27,999.7,1004.5,112.0,1.2,28.1,77.0,0.0,18,0,0,0,0,0,0,1,0,1,0,0,0,1
167,B,3,2016/8/8 21:00,716.6,999.8,1004.6,290.0,1.1,25.1,95.0,0.7,21,0,0,0,0,0,0,1,0,1,0,0,0,1
168,B,3,2016/8/9 00:00,515.93,1000.6,1005.5,18.0,1.0,25.4,95.0,14.2,0,1,0,0,0,0,0,0,0,1,0,0,0,1
169,B,3,2016/8/9 03:00,304.25,999.9,1004.7,292.0,1.5,27.4,93.0,2.4,3,1,0,0,0,0,0,0,0,1,0,0,0,1
170,B,3,2016/8/9 06:00,675.49,998.4,1003.2,59.0,2.0,31.7,70.0,0.0,6,1,0,0,0,0,0,0,0,1,0,0,0,1
171,B,3,2016/8/9 09:00,993.34,998.1,1003.0,59.0,3.2,28.6,88.0,2.7,9,1,0,0,0,0,0,0,0,1,0,0,0,1
172,B,3,2016/8/9 12:00,1145.37,999.7,1004.6,70.0,1.3,28.4,89.0,0.0,12,1,0,0,0,0,0,0,0,1,0,0,0,1
